emp_no,first_name,last_name,salary,title
34873,Ingmar,Ruemmler,40000,Senior Engineer
34881,Krister,Schapiro,70731,Staff
34882,Christophe,Suppi,53570,Senior Staff
34915,Christ,Tetzlaff,53614,Senior Staff
34920,Vidya,Wossner,40000,Staff
34928,Anwar,Flexer,40000,Senior Engineer
34938,Macha,Penz,42794,Engineer
34941,Susanne,Heering,85526,Staff
34947,Mario,Perfilyeva,85470,Senior Staff
34958,Goetz,Oberman,40000,Staff
34960,Vasilis,Luga,76011,Senior Staff
34961,Uno,Dolinsky,50765,Staff
34962,Adly,Rosay,40000,Senior Engineer
34987,Rosella,Ariola,52629,Engineer
34991,Gererd,Ramaiah,40000,Staff
34996,Chinhyun,Butner,59347,Engineer
34999,Shim,Narwekar,56185,Senior Engineer
35011,Charmane,Vernadat,41668,Senior Staff
35012,Noritoshi,Krybus,79235,Staff
35016,Dinah,Awdeh,40000,Engineer
35031,Horward,Pearson,40000,Engineer
35042,Nahid,Servieres,65916,Staff
35045,Tooru,Hagimont,40000,Engineer
35046,Sachem,Luders,62184,Staff
35059,Vitaly,Flasterstein,52725,Engineer
35070,Kirk,Masada,67308,Senior Engineer
35072,Kagan,Sridhar,65490,Engineer
35085,Chandrasekaran,Goldhammer,62286,Senior Staff
35089,Paris,Lanzelotte,45709,Engineer
35093,Sverrir,Mateescu,72488,Senior Staff
35096,Gaetan,Olivero,40000,Engineer
35110,Reinhold,Speckmann,48028,Senior Engineer
35123,Yechezkel,Schaaf,57984,Engineer
35138,Susuma,Boreale,49606,Senior Engineer
35142,Conor,Uhrig,47813,Senior Engineer
35146,Kasturi,Cummings,61920,Engineer
35158,Anestis,Pramanik,40000,Engineer
35159,Mohammad,Demke,40000,Staff
35182,Uinam,Eldridge,57876,Senior Engineer
35195,Mart,Peir,40000,Staff
35216,Aleksander,Karnin,44245,Technique Leader
35226,Byong,Felcyn,53616,Engineer
35248,Tua,Passafiume,40495,Senior Staff
35256,Wojceich,McDermid,67495,Senior Staff
35273,Zsolt,Mitsuhashi,46480,Senior Staff
35287,Yucel,Conta,55486,Staff
35298,Houman,Esteva,40000,Engineer
35300,Chuanti,Chenoweth,40000,Engineer
35327,Babette,Panwar,40000,Engineer
35329,Goetz,Lukaszewicz,62611,Staff
35330,Leni,Koyama,67987,Senior Staff
35331,Basim,Ghazalie,52066,Engineer
35333,Hideyuki,Veldwijk,43872,Engineer
35342,Elvis,Potthoff,60912,Senior Engineer
35352,Koldo,Kilgour,40000,Senior Engineer
35363,Odoardo,England,61245,Staff
35365,Divier,Quadeer,40000,Senior Staff
35371,Arup,Chleq,40000,Senior Engineer
35373,Bernd,Kumaresan,70037,Staff
35394,Shmuel,Muchinsky,40000,Senior Staff
35413,Rafols,Kaminger,63539,Technique Leader
35416,Heather,Wroclawski,40000,Senior Staff
35418,Mircea,Unni,58389,Senior Staff
35423,Moss,Caine,58766,Senior Engineer
35425,Hinrich,Desikan,73784,Engineer
35429,Cathie,Ducloy,61992,Engineer
35430,Eldridge,Chimia,46248,Senior Engineer
35440,Paloma,Xiaoshan,40000,Senior Engineer
35451,Jinya,Naudin,40000,Senior Staff
35470,Satoru,Ranai,64604,Engineer
35476,Frederique,Heinisuo,51888,Staff
35484,Jeane,Gire,41546,Engineer
35485,Margo,Tyugu,41376,Senior Engineer
35489,Jeanne,Godskesen,42090,Staff
35495,Monique,Lichtner,40000,Technique Leader
35501,Gretta,Scharstein,45820,Engineer
35510,JoAnne,Merks,40000,Engineer
35541,Wojceich,Azadmanesh,40000,Senior Engineer
35549,Ashish,Loncour,64880,Engineer
35550,Van,Hutton,67201,Senior Staff
35552,Sungwon,Cangellaris,54056,Senior Engineer
35554,Aran,Bahl,40000,Senior Staff
35555,Aleksander,Zaiane,54628,Engineer
35557,Rosalyn,Cooman,62287,Senior Engineer
35558,Kshitij,Staudhammer,62866,Staff
35567,Sorina,Menhardt,59775,Senior Engineer
35570,Baocai,Katzenelson,55970,Engineer
35584,Gift,DasSarma,58810,Technique Leader
35589,Kyoichi,Trystram,49962,Engineer
35592,Arun,Chleq,48004,Engineer
35609,Vidya,Decaestecker,47430,Technique Leader
35610,Aruna,Kornyak,40000,Staff
35613,Margareta,Thorensen,54543,Senior Engineer
35617,Guozhong,Yemenis,42795,Senior Engineer
35618,Arie,Auyong,48723,Senior Engineer
35626,Yishay,Axelband,44353,Senior Engineer
35635,Ekawit,Cangellaris,40000,Senior Staff
35640,Chriss,Lanphier,43257,Senior Engineer
35644,Sreekrishna,Heusch,44118,Staff
35647,Vishv,Pulkowski,77708,Staff
35648,Dharmaraja,Schaaf,40000,Senior Staff
35659,Gro,Armand,80399,Staff
35666,Munehiko,Narwekar,47885,Senior Engineer
35667,Hyuckchul,Srimani,40000,Engineer
35675,Huai,Panwar,40000,Engineer
35681,Luise,Roisin,71140,Senior Engineer
35686,Nectarios,Crouzet,83750,Staff
35693,Kristina,Grandbois,43115,Engineer
35706,Gererd,Schwabacher,50374,Engineer
35736,Tonny,Pargas,54086,Engineer
35748,Sangeeta,Falby,40000,Senior Engineer
35755,Xudong,Zultner,40000,Senior Engineer
35757,Magdalena,Bojadziev,40000,Engineer
35770,Francoise,Ramalingam,40000,Assistant Engineer
35776,Martien,Fujisaki,53730,Engineer
35780,Duro,Tyugu,57827,Senior Staff
35786,Christophe,Terkki,55772,Technique Leader
35788,Weiyi,Burnard,43458,Staff
35790,Barry,Ramsey,40000,Engineer
35797,Emran,Hiroyama,49630,Senior Engineer
35827,Kazuhisa,Azumi,55189,Senior Staff
35830,Magy,McFarlan,40000,Engineer
35832,Elzbieta,Smeets,45407,Technique Leader
35835,Yoshimitsu,Esteva,43034,Technique Leader
35847,Serif,Attimonelli,58928,Engineer
35851,Yongqiao,Uhrig,67942,Staff
35852,Zhensheng,Walston,41604,Technique Leader
35860,Conrado,Zschoche,73292,Senior Engineer
35865,Claudi,Fujisaki,40000,Senior Engineer
35867,Sumant,Henseler,53655,Engineer
35882,Sushant,Hambrick,51400,Senior Engineer
35887,Heather,Wrigley,40000,Engineer
35891,Bokyung,Birnbaum,43592,Engineer
35892,Ghassan,Olivero,48250,Staff
35902,Mayuko,Christ,63493,Engineer
35916,Wonhee,Talmon,40000,Engineer
35919,Doowon,Jervis,49614,Senior Staff
35939,Hiroyasu,Demri,57329,Senior Staff
35947,Deborah,Keohane,43539,Senior Engineer
35955,Cristinel,Versino,40000,Engineer
35960,Adam,Danlos,52523,Staff
35963,Vincent,Schlenzig,43587,Engineer
35979,Alenka,Stanfel,50993,Staff
35983,Shigehiro,Plavsic,48716,Staff
35989,Dmitri,Crelier,70224,Senior Staff
35991,Gurbir,Crelier,60311,Staff
35994,Ibibia,Conia,58800,Senior Engineer
35999,Claude,Ducloy,43674,Engineer
36000,Weidon,Genin,40000,Engineer
36002,Moto,Siepmann,40000,Staff
36009,Pranjal,Gonthier,41986,Engineer
36023,Uma,Picaronny,51717,Senior Engineer
36032,Mikhail,Luck,63299,Staff
36042,Chaitali,Prochazka,66139,Staff
36043,Fai,Rubsam,90719,Senior Staff
36048,Isaac,Marrakchi,46526,Engineer
36055,Changho,Rubsam,72106,Staff
36073,Shirish,Gire,77598,Staff
36080,Sachar,Grabner,40000,Senior Staff
36081,Premsyl,Biron,46652,Engineer
36085,King,Schwabacher,91786,Staff
36088,Conor,Gajiwala,40000,Senior Staff
36099,Shaibal,Ozery,40000,Senior Staff
36109,Masaki,Farrag,40000,Senior Engineer
36131,Theron,Badache,46336,Senior Engineer
36137,Fai,Famili,80372,Staff
36147,Richard,Syrotiuk,53798,Senior Staff
36158,Elgin,Pettis,75511,Senior Staff
36159,Theron,Glinert,52413,Senior Engineer
36173,Rance,Takkinen,57002,Senior Engineer
36174,Saeko,Escriba,68190,Assistant Engineer
36178,Bernt,Valette,89600,Senior Staff
36197,Adamantios,Eppinger,40000,Staff
36205,Kwangjo,Falco,74921,Staff
36212,Shunichi,Chinal,79310,Senior Staff
36223,Fuqing,Cooley,42949,Senior Engineer
36230,Khatoun,Borovoy,40000,Senior Staff
36235,Rajmohan,Rebaine,40000,Senior Engineer
36246,Kaijung,Cummings,40000,Engineer
36251,Kenroku,Seiwald,40000,Senior Staff
36266,Elvia,Fujisaki,43701,Staff
36269,Odysseas,Bale,48476,Engineer
36272,Valeri,Alencar,66936,Senior Engineer
36303,Amstein,Anandan,52644,Senior Engineer
36309,Shawna,Badr,46800,Senior Engineer
36311,Jahangir,Burnard,78715,Senior Staff
36317,Yurij,Chelton,40000,Engineer
36323,Gad,Nourani,45018,Engineer
36340,Xiaoqiu,Speek,53971,Assistant Engineer
36349,Aloys,Ladret,60033,Staff
36355,Aleksandar,Alblas,56593,Senior Engineer
36368,Shaibal,Farris,72138,Senior Engineer
36390,Randi,Potthoff,40000,Staff
36409,Pintsang,Litzler,40000,Senior Engineer
36410,Navin,Steenbeek,50895,Staff
36412,Abdulah,Senzako,61626,Staff
36425,Yishay,Zedlitz,61969,Engineer
36428,Izaskun,Verhaegen,40000,Senior Staff
36441,Dekang,Pearson,43986,Engineer
36445,Sudharsan,Ellozy,92608,Senior Staff
36448,Pantung,Billawala,52484,Staff
36458,Willard,Garnier,58669,Senior Staff
36463,Chanjung,Burnard,68998,Staff
36491,Margareta,Luon,52847,Senior Engineer
36500,Sachin,Picci,40000,Engineer
36503,Somnath,Lundstrom,45740,Technique Leader
36514,Tru,Schlumberger,40000,Engineer
36516,Qiwen,Piazza,40000,Engineer
36525,Dinkar,Aseltine,78190,Engineer
36529,Toong,Bage,62064,Staff
36536,Alair,Miara,71404,Engineer
36537,Adin,Kawashima,40000,Engineer
36539,Gopalakrishnan,Farrar,40000,Senior Engineer
36542,Sibyl,Dredge,40000,Assistant Engineer
36543,Chriss,Hennebert,40000,Senior Engineer
36555,Takahiro,Rothenberg,44044,Senior Staff
36564,Guttorm,Peyn,40000,Senior Engineer
36573,Xuedong,Lakshmanan,40000,Engineer
36585,Menkae,Aamodt,84039,Staff
36591,Heeju,Goodrum,75346,Senior Staff
36599,Genevieve,Munck,40000,Senior Engineer
36603,Heon,Unno,40000,Senior Engineer
36617,Xiaobin,Sullins,40000,Senior Engineer
36620,Arno,Itzigehl,87944,Staff
36622,Ashish,Rubsam,40000,Engineer
36625,Tetsushi,Unni,40000,Staff
36627,Mary,Quadeer,58519,Technique Leader
36633,Yonghong,Lortz,60193,Staff
36640,Suebskul,Masand,42768,Engineer
36656,Maren,Matzel,40000,Senior Engineer
36660,Uli,Potthoff,40000,Senior Staff
36688,Cristinel,Mateescu,40294,Senior Engineer
36692,Bedir,Guerreiro,45352,Technique Leader
36698,Aksel,Shackel,63881,Senior Staff
36705,Zissis,Berztiss,45466,Senior Engineer
36709,Tsuneo,Hettesheimer,40000,Engineer
36716,Herbert,Kandlur,40565,Engineer
36718,Amabile,Walston,40000,Senior Engineer
36722,Samphel,Zirintsis,40000,Technique Leader
36727,Zhaofang,Greibach,59923,Engineer
36738,Valeri,Haddadi,51151,Senior Staff
36754,Fumiko,Negoita,40000,Engineer
36760,Fumiyo,Norsworthy,77750,Senior Engineer
36761,Zeljko,Hinsberger,40000,Engineer
36777,Kristen,Rissland,40000,Senior Engineer
36780,Annemarie,Schnabel,40000,Engineer
36783,Gro,Bugrara,40000,Staff
36788,Kwee,Ulupinar,40000,Engineer
36791,Kinh,Rabejac,83373,Staff
36795,Nidapan,Einsfeld,66279,Senior Staff
36799,Tetsushi,Murtagh,46041,Technique Leader
36810,Fox,Schach,40000,Senior Staff
36819,Tadahiro,Parveen,85601,Senior Staff
36843,Masali,Gopalakrishnan,66556,Assistant Engineer
36859,Lalit,Delgrande,40000,Senior Engineer
36870,Jianhao,Luff,40000,Engineer
36871,Yechezkel,Gecsei,50661,Senior Engineer
36873,Berna,Reghbati,54626,Senior Engineer
36874,Genki,Aloia,62935,Senior Staff
36877,Shahaf,Ranst,63066,Staff
36880,Dzung,Setlzner,65342,Staff
36882,Janalee,Lodder,40000,Senior Staff
36888,Aamod,Lanphier,40000,Senior Staff
36895,Abdulla,Ozeri,60484,Engineer
36906,Anoosh,Kornyak,40000,Engineer
36916,Aleksandar,Danlos,57107,Staff
36917,Kolar,Karunanithi,48748,Engineer
36918,Howell,Shimshoni,50538,Engineer
36923,Parviz,Jeong,49941,Engineer
36930,Sadegh,Vasanthakumar,40000,Senior Engineer
36936,Rafols,Kamble,40000,Engineer
36942,Hairong,Coney,49078,Staff
36944,Gou,Hinsberger,55246,Engineer
36949,Xuejun,Schaad,61424,Staff
36951,Caolyn,Hoppenstand,40000,Engineer
36953,Lihong,Butner,70537,Senior Staff
36959,Morrie,Jenevein,58965,Staff
36961,Qiwen,Thorelli,54795,Senior Engineer
36965,Yechiam,Munch,51883,Senior Engineer
36967,Shigehiro,Kuzuoka,58556,Staff
36968,Shin,Siprelle,65871,Staff
36986,Fabrizio,Lalonde,60249,Senior Engineer
36987,Brigham,Erde,64202,Staff
36998,Phule,Maliniak,78990,Staff
36999,Arunas,Range,60401,Senior Staff
37006,Steve,Staelin,50081,Senior Staff
37007,Mantis,Piazza,63839,Senior Engineer
37012,Gaetan,Doering,67010,Staff
37023,Shiv,Flasterstein,77184,Engineer
37039,Dinah,Diderrich,40000,Engineer
37045,Teruyuki,Gecsel,84391,Senior Staff
37048,Fai,Eldridge,40000,Senior Engineer
37053,Tooru,Peron,40000,Engineer
37060,Somnath,Morrey,43123,Staff
37066,Moie,Himler,40847,Staff
37068,Xiaoqiang,Delgrande,67150,Senior Staff
37075,Kwangjo,Zockler,41657,Senior Engineer
37076,Yechezkel,Lichtner,50773,Senior Engineer
37077,Rafail,Verspoor,68744,Engineer
37082,Munehiro,Zastre,52389,Engineer
37087,Claudi,Angel,40991,Senior Staff
37100,Jaber,Waeselynck,54935,Senior Engineer
37101,Jaewon,Pappas,54846,Senior Staff
37103,Kazuhira,Pileggi,41973,Senior Engineer
37117,Fumiko,Munoz,40000,Assistant Engineer
37120,Kasidit,Masada,64839,Engineer
37121,Salvador,Byoun,40000,Engineer
37131,Conor,Koblitz,40000,Engineer
37141,Zhigen,Meriste,40000,Senior Staff
37151,Leaf,Biros,43944,Senior Engineer
37154,Zhilian,Rissanen,55025,Engineer
37164,Fuqing,Coney,46579,Senior Engineer
37166,Xiaobin,Pfau,46858,Senior Engineer
37171,Nathalie,Lorys,56266,Senior Engineer
37176,Panayotis,Daescu,45396,Senior Engineer
37179,Khun,Eterovic,40000,Senior Staff
37180,Arup,Rebaine,88430,Senior Staff
37186,Maha,Feinberg,40527,Staff
37217,Nathalie,Luit,46349,Senior Staff
37219,Akhilish,Granlund,70851,Senior Staff
37230,Yechiam,Fendler,55894,Senior Staff
37231,Vidya,Leonhardt,69868,Senior Staff
37236,Ranan,Luby,51628,Senior Staff
37244,Sampalli,Iacovou,72554,Senior Staff
37245,Along,Gyimothy,74284,Staff
37258,Fabrizio,Goodrum,54565,Senior Engineer
37259,Gen,Tanemo,40000,Senior Engineer
37260,Sham,Fontan,40795,Senior Staff
37263,Aris,Rotem,74238,Senior Staff
37265,Bokyung,Ellozy,41467,Engineer
37267,Itzchak,Falster,64159,Senior Staff
37270,Deborah,Bharadwaj,40000,Senior Engineer
37274,Rosli,Vidya,40000,Engineer
37281,Gita,Fontan,69468,Senior Staff
37296,Arno,Zaccaria,40000,Senior Staff
37303,Rasikan,Piancastelli,59660,Senior Staff
37305,Mitchel,Restivo,40000,Senior Staff
37306,Mingzeng,Braunschweig,44816,Senior Staff
37311,Lihong,Eickenmeyer,42339,Senior Staff
37312,Arie,Gecsei,91985,Senior Staff
37318,Alejandro,Isard,57930,Senior Staff
37319,Yuguang,Gils,46314,Staff
37343,Geoff,Kleiser,72404,Senior Staff
37348,Zhiguo,Ratzlaff,81615,Staff
37359,Sangeeta,Karnin,69896,Staff
37367,Yuriy,Giaccio,40000,Senior Staff
37372,Dietrich,Peot,45450,Senior Staff
37383,Roddy,Chepyzhov,46881,Staff
37388,Ziya,Ramamoorthy,40000,Senior Engineer
37404,Shuky,Lorch,45476,Engineer
37406,Rildo,Cincotta,58809,Assistant Engineer
37407,Danae,Cochrane,46908,Senior Engineer
37410,Mingdong,Lunt,52564,Staff
37413,Jagoda,Gill,40000,Senior Engineer
37424,Bogdan,Perri,40000,Senior Engineer
37426,Masaki,Farrag,71713,Staff
37432,Gino,Dichev,70777,Staff
37438,Hinrich,Delgrossi,43818,Engineer
37442,Subhada,Lipner,70371,Senior Staff
37452,Wanqing,Weiland,40000,Staff
37454,KayLiang,Bernardeschi,73239,Staff
37463,Lihong,Nittel,70632,Senior Staff
37466,Mabhin,Barinka,40000,Engineer
37478,Kenton,Mahmud,40000,Assistant Engineer
37486,Hugo,Kohling,40000,Staff
37496,Danny,Tchuente,72940,Senior Staff
37501,Mona,Syang,40000,Staff
37504,Mack,Maquelin,40000,Senior Engineer
37507,Kamran,Quittner,65398,Staff
37516,Leon,Syrzycki,75299,Senior Staff
37518,Nahum,Rassart,40000,Engineer
37546,Debaprosad,Menhardt,43499,Senior Engineer
37562,Bingning,Eugenio,46045,Staff
37577,Mansur,Narwekar,72384,Senior Staff
37580,Alair,Georg,55752,Staff
37600,Kerhong,Engelmann,71481,Staff
37606,Kwun,Gecsei,50046,Engineer
37608,Kasturi,Linnainmaa,42490,Engineer
37612,Etsuo,Sridhar,55447,Senior Engineer
37617,Joydip,Tagansky,47983,Senior Staff
37619,Xuedong,DuCasse,63840,Staff
37620,Xinyu,Morton,40000,Senior Staff
37624,Jianhua,Bahi,60860,Technique Leader
37627,Jasminko,Ladret,65895,Senior Staff
37635,Barun,Sooriamurthi,60903,Assistant Engineer
37644,Martina,Zweizig,40000,Senior Staff
37647,Rosalyn,Baalen,48316,Senior Engineer
37648,Sreenivas,Luef,52219,Staff
37659,Florina,Armand,64978,Senior Engineer
37662,Xiadong,Schurmann,42701,Senior Staff
37664,Dines,Sundgren,40000,Senior Engineer
37672,Shin,Gronowski,40000,Assistant Engineer
37674,Vitali,Sinitsyn,83927,Staff
37675,Chikara,Marshall,40000,Senior Engineer
37680,Shalesh,McDermid,49160,Senior Staff
37712,Aris,Takkinen,48944,Staff
37716,Gill,Hutton,40000,Assistant Engineer
37717,Arunachalam,Lichtman,84584,Senior Staff
37720,True,Samarati,40000,Engineer
37724,Owen,Gronowski,45938,Senior Staff
37735,Magy,Larfeldt,40000,Engineer
37745,Sivanarayana,Kriebel,60173,Engineer
37751,Jacopo,DuBourdieux,59872,Senior Staff
37768,Taizo,Carrere,63585,Senior Engineer
37777,Gaurav,Vidal,58844,Senior Engineer
37782,Idoia,Barriga,91486,Senior Staff
37786,Mara,Besselaar,40000,Engineer
37791,Ebbe,Schaaf,49927,Engineer
37792,Shem,Esteva,57071,Technique Leader
37795,Ranga,Hanabata,40000,Engineer
37807,Apostol,Douceur,64932,Senior Engineer
37813,Paddy,Kamble,53416,Staff
37814,Adel,Salvesen,86781,Senior Staff
37822,Gou,Huhdanpaa,40000,Technique Leader
37824,Aram,Morton,43784,Staff
37832,Jaber,Choobineh,41977,Senior Engineer
37840,Vidar,Georg,40000,Technique Leader
37849,Jayesh,Maginnis,47296,Senior Staff
37850,Bikash,Underwood,40000,Engineer
37851,Lidong,Vecchi,40000,Engineer
37852,Christophe,Lunt,66409,Engineer
37855,Yinlin,Loncour,54607,Senior Staff
37862,Barun,Masaki,52065,Senior Staff
37863,Mong,Swan,40000,Senior Engineer
37864,Inderjeet,Chinin,40000,Engineer
37871,Bernice,Reghbati,50815,Engineer
37881,Sedat,Falster,69675,Senior Staff
37882,Alexius,Mellouli,70731,Staff
37887,Limsoon,Molberg,40000,Engineer
37891,Sumali,Munro,40000,Senior Engineer
37896,Kristinn,Hebert,40000,Engineer
37898,Xiahua,Birke,40000,Senior Staff
37900,Maia,Thummel,48991,Staff
37908,Mohua,Mersereau,40000,Engineer
37910,Kwangyoen,Danley,66572,Engineer
37914,Yinlin,Rosch,48118,Technique Leader
37937,Xiahua,Pero,74014,Senior Staff
37948,Jayson,Zykh,56561,Senior Staff
37970,Cathie,Woycyznski,60997,Senior Staff
37975,Garnet,Onuegbe,67190,Engineer
37977,Nahid,Scallan,44920,Staff
37991,Takahiro,Waleschkowski,40000,Senior Engineer
37997,Akemi,Maliniak,40000,Senior Staff
37999,Niclas,Shumilov,54151,Senior Staff
38011,Jongsuk,Fadgyas,70817,Staff
38014,Nigel,Scallan,64101,Staff
38015,Sorina,Basart,40000,Staff
38019,Charlene,Yoshimura,94643,Staff
38037,Georg,Angot,41043,Senior Engineer
38057,Nadjib,Velardi,40000,Senior Staff
38076,Kiyotoshi,Flowers,63867,Staff
38083,Evgueni,Farrel,46027,Engineer
38084,Horward,Zongker,48357,Senior Engineer
38114,Leen,Lukaszewicz,40000,Senior Engineer
38117,Stevo,Hiraishi,93702,Senior Staff
38123,Kien,Cummings,69068,Staff
38128,Udo,Gajiwala,40000,Technique Leader
38139,Dmitry,Oaver,40000,Engineer
38145,Nobuyoshi,Munos,61384,Staff
38146,Paddy,Plavsic,59776,Staff
38156,Akeel,Honglei,40000,Staff
38157,Hideo,Soicher,47959,Senior Staff
38159,Ashish,McAffer,46426,Engineer
38191,Huei,Suomi,46724,Senior Staff
38196,Munehiko,Khamsi,54163,Senior Engineer
38204,Jianwen,Azadmanesh,81148,Senior Staff
38207,Shigeu,Ciolek,40000,Staff
38211,Franziska,Colorni,40000,Engineer
38219,Theron,Pleszkun,40000,Staff
38220,Maya,Terkki,67125,Staff
38226,Manu,Rodiger,40000,Senior Engineer
38243,Herbert,Barreiro,42467,Technique Leader
38244,Phillip,Madeira,72130,Senior Staff
38252,Tadahiro,Benzaken,68528,Staff
38253,Teruyuki,Lukaszewicz,65246,Staff
38266,Gila,Conte,54756,Senior Engineer
38267,Abdelghani,Armand,53738,Senior Engineer
38268,Maris,Imataki,59754,Senior Engineer
38269,Shawna,Vendrig,61233,Senior Engineer
38270,Nirmal,Hiyoshi,50671,Engineer
38279,Marsha,Farrar,47269,Staff
38283,Sigeru,Weiland,67825,Engineer
38305,Tomoyuki,Bauknecht,40000,Engineer
38307,Marlo,Jording,40000,Senior Staff
38309,Shaibal,Papadias,40000,Senior Staff
38317,Gal,Markovitch,40000,Engineer
38320,Fox,Rabejac,95596,Senior Engineer
38323,Kiyotoshi,Keirsey,40000,Senior Engineer
38328,Richard,Muhlberg,68916,Staff
38333,Chiranjit,Rosiles,40000,Assistant Engineer
38335,Masaru,Malabarba,40000,Technique Leader
38336,Chaoyi,Basart,66319,Senior Staff
38347,Tzu,Woycyznski,87184,Staff
38354,Serap,Klyachko,40000,Senior Engineer
38359,Huei,Chinin,46415,Staff
38388,Arnd,Nishimukai,67375,Staff
38400,Jaber,Ponthieu,40000,Engineer
38431,Masanao,Ferretti,86138,Senior Staff
38432,Sreekrishna,Harllee,52414,Senior Engineer
38442,Marco,Baalen,40000,Engineer
38447,Gladys,Ruemmler,51600,Engineer
38453,Rafael,Perfilyeva,40000,Senior Staff
38461,Khoa,Kusakabe,80973,Senior Staff
38463,Leucio,Janocha,40000,Senior Staff
38472,Masadi,Winter,40000,Senior Staff
38473,Lena,Onuegbe,76717,Engineer
38474,Hsiangchu,Wrigley,40000,Staff
38476,Godehard,Neimat,47626,Engineer
38480,Yuriy,Zaccaria,40000,Senior Engineer
38485,Kiyomitsu,Kavanagh,59307,Engineer
38497,Anyuan,Hiltgen,57075,Senior Staff
38500,Serge,Chimia,58247,Staff
38517,Ult,Farrow,40000,Technique Leader
38551,Sangeeta,Angelopoulos,40000,Engineer
38552,Yolla,Quittner,80856,Senior Staff
38553,Dinkar,Bage,69755,Staff
38555,Vasilis,Terlouw,58172,Technique Leader
38566,Navin,Begiun,50783,Technique Leader
38570,Lobel,Ducloy,42573,Senior Staff
38581,Shan,Gornas,43182,Senior Engineer
38602,Rafael,Showalter,40438,Staff
38608,Florian,Journel,57367,Engineer
38618,Houman,Ibel,74196,Senior Staff
38677,Teiji,Trumbly,63824,Staff
38679,Zvonko,Bael,40000,Technique Leader
38694,Gudjon,Strandh,55494,Engineer
38696,Keiichiro,Leppanen,43443,Senior Staff
38697,Hercules,Warwick,40000,Senior Engineer
38700,Deniz,Figueira,46767,Technique Leader
38701,Kristian,Irland,65123,Senior Engineer
38707,Constantine,Hitomi,72764,Senior Staff
38715,Jianhua,Dayana,47766,Engineer
38716,Toshimo,Perin,65186,Engineer
38717,Boaz,Honiden,40907,Staff
38720,Kwan,Khalil,59877,Engineer
38722,Noritoshi,Crooks,40000,Senior Staff
38740,Michaela,Matzat,67013,Staff
38747,Kenton,Guerreiro,53127,Staff
38760,Tristan,Schwartzbauer,52867,Senior Staff
38761,Feiyu,England,44414,Engineer
38774,Urs,Chelton,72511,Staff
38776,Foong,Erol,81441,Staff
38791,Bingning,Meszaros,41678,Engineer
38810,Pohua,Roccetti,82962,Staff
38815,Ebbe,Staylopatis,40000,Staff
38824,Shounak,Rindone,40000,Senior Engineer
38838,Candida,Xiaoshan,40000,Engineer
38840,Leaf,Lunn,61551,Senior Engineer
38842,Alper,Mukaidono,56585,Senior Engineer
38844,Marsal,Merle,64140,Senior Staff
38847,Ugo,Waterhouse,63542,Senior Engineer
38851,Deborah,Stassinopoulos,40000,Engineer
38852,Niranjan,Lorys,58217,Staff
38876,Chikako,Qiwen,40000,Senior Staff
38878,Hauke,Champarnaud,67876,Senior Staff
38879,Tsz,Morton,40000,Senior Engineer
38884,Arne,Dratva,41253,Senior Staff
38905,Arnould,Pearson,40923,Senior Engineer
38915,Divine,Hanratty,53650,Senior Staff
38916,Hein,Kroll,62303,Senior Engineer
38921,Weiru,Papsdorf,40000,Staff
38922,Xiaobin,Sewelson,40000,Staff
38941,Yurij,Turnbull,58859,Engineer
38942,Danco,Xiaoshan,68402,Senior Staff
38951,Terresa,Rijckaert,71348,Senior Staff
38993,Gal,Aseltine,55323,Staff
38995,Lijia,Gecsei,40000,Senior Engineer
39011,Reuven,Luce,40000,Senior Staff
39018,Irena,Harllee,74032,Senior Engineer
39026,Yongmin,Etalle,40000,Senior Engineer
39035,Susumu,Kohling,49007,Engineer
39041,Shem,Fabrizio,40000,Engineer
39043,Kersti,Ferretti,40000,Engineer
39047,Angel,Dichev,48655,Staff
39048,Valery,Lanphier,76047,Staff
39051,Tran,Madeira,48359,Staff
39055,Remko,Varman,72269,Senior Engineer
39082,Ortrun,Encarnacion,50270,Senior Engineer
39087,Marin,Luders,65569,Senior Engineer
39092,Vojin,Butterworth,53010,Engineer
39100,Mokhtar,Riefers,70969,Staff
39113,Janche,Aumann,65332,Senior Engineer
39119,Tristan,Klyachko,45650,Senior Engineer
39132,Uta,Massonet,43652,Senior Staff
39134,Reinhard,Vidal,49727,Engineer
39140,Shai,Terkki,44553,Senior Staff
39143,Flemming,Salverda,92256,Senior Staff
39151,Stamatina,Erbe,40000,Staff
39155,Yoshimitsu,Masamoto,76574,Senior Engineer
39156,Gift,Pileggi,40000,Senior Staff
39166,Dante,Jenevein,48271,Engineer
39186,Golgen,Atrawala,55310,Senior Staff
39188,Apostol,Bresenham,43766,Senior Engineer
39191,Flemming,Servieres,40000,Senior Staff
39194,Arun,Imataki,43727,Technique Leader
39207,Gritta,Stiles,52700,Senior Engineer
39220,Dinah,Showalter,46193,Senior Engineer
39224,Moss,Chenney,42034,Engineer
39226,Samphel,Parfitt,52379,Senior Engineer
39235,Filipp,Munch,65281,Staff
39236,Faiza,Nivat,85578,Staff
39237,Sugwoo,Fabrizio,40000,Engineer
39239,Karsten,Benner,61532,Senior Engineer
39243,Arco,Heiserman,51048,Staff
39262,Karoline,Vecchi,41059,Senior Engineer
39267,Valeri,Naudin,40000,Senior Engineer
39276,Alejandro,Busillo,46595,Senior Staff
39289,Behnaam,Caine,50714,Senior Staff
